date,review,score,month,day,tfidf_features
2012-05-26,The best Marvel film so far.  great action and funny.  They are doing a great job with The Hulk bringing him into the fold as a real super hero rather then just running amuck.,9,2012-05,Saturday,"action:0.12, and:0.08, are:0.15, as:0.15, best:0.15, bringing:0.29, far:0.24, film:0.14, funny:0.22, great:0.28, hero:0.24, him:0.27, hulk:0.17, into:0.23, job:0.25, just:0.16, marvel:0.15, real:0.28, so:0.16, super:0.22, the:0.22, then:0.23, they:0.17, with:0.13"
2012-05-26,A great film to enjoy with the family and even has some decent character development that I didn't expect in this size of a cast.  Robert Downing Jr. steals the show as his character is much more develop over the course of the Marvel movies.  I would highly recommended this film to anyone to see more than once.  Something I haven't done since the release of The Matrix.,10,2012-05,Saturday,"and:0.05, anyone:0.19, as:0.10, cast:0.14, character:0.25, course:0.19, decent:0.20, development:0.19, didn:0.14, done:0.16, enjoy:0.17, even:0.13, expect:0.19, film:0.18, great:0.09, has:0.11, highly:0.19, his:0.15, in:0.07, is:0.06, jr:0.15, marvel:0.09, more:0.23, movies:0.10, much:0.11, of:0.17, once:0.21, over:0.16, robert:0.16, see:0.11, show:0.17, since:0.17, some:0.12, something:0.16, than:0.13, that:0.07, the:0.28, this:0.12, to:0.18, with:0.08, would:0.13"
2012-05-26,"Best Marvel film to date. Doesn't try to be a deep dark and serious film. It's humorous, camp, shiny and brilliant. One of the few films that is packed with action and has a good plot.
Definitely watch this film especially if you watched and enjoyed the other Avenger films (Iron Man 1&2, Thor, Incredible Hulk, Cap.America)",10,2012-05,Saturday,"action:0.08, america:0.14, and:0.22, be:0.10, best:0.10, brilliant:0.20, dark:0.18, date:0.20, definitely:0.17, doesn:0.16, enjoyed:0.19, especially:0.18, few:0.18, film:0.29, films:0.29, good:0.10, has:0.12, hulk:0.12, humorous:0.22, if:0.12, incredible:0.19, iron:0.13, is:0.07, it:0.06, man:0.12, marvel:0.10, of:0.06, one:0.10, other:0.14, packed:0.19, plot:0.14, serious:0.22, that:0.08, the:0.10, this:0.07, thor:0.14, to:0.13, watch:0.14, watched:0.20, with:0.09, you:0.10"
2012-05-26,"The Avengers, a smart and very entertaining movie.
Could be the best Marvel Studios movie, in my opinion: it is.
The humor, action, effects, music are excellent.
I thank Joss Whedon make a movie as epic as this. It is just as good as the Dark Knight? No, you need a little to reach the Nolan film. The story is good but not a big deal, but it is best to entertain you from beginning to end. The best superhero: Iron Man.",8,2012-05,Saturday,"action:0.07, and:0.05, are:0.09, as:0.35, avengers:0.07, be:0.09, beginning:0.18, best:0.26, big:0.14, but:0.14, could:0.12, dark:0.15, effects:0.11, end:0.13, entertaining:0.14, epic:0.16, excellent:0.16, film:0.08, from:0.10, good:0.17, humor:0.13, in:0.07, iron:0.11, is:0.22, it:0.16, joss:0.12, just:0.09, knight:0.16, little:0.14, make:0.13, man:0.11, marvel:0.09, movie:0.16, my:0.10, need:0.18, no:0.12, not:0.08, opinion:0.17, story:0.10, superhero:0.10, the:0.30, this:0.06, to:0.16, very:0.10, whedon:0.11, you:0.17"
2012-05-25,"The Avengers is one of the best Action films of all time.  The story is solid, with a healthy mix of action and humor.  The only people who wouldn't like this are people who don't like outrageous mindless action on the screen.  The thing with action movies is, you go to see just that, and adding a solid, yet not over the top story with GREAT characters only makes the package even more complete.  Humor tends to fill most of the gaps where action doesn't exist, and this film is worth your time if you're even remotely a fan of action films.  Only thing I felt was off about the movie was the fact that some of the scenes didn't make enough sense in transition from one to the other (one of them quite blatant, you would probably recognize it after you watched it), easily to overlook though.  Watch this movie, just do it!",9,2012-05,Friday,"about:0.07, action:0.26, after:0.09, all:0.05, and:0.08, are:0.06, avengers:0.04, best:0.05, characters:0.05, didn:0.08, do:0.08, doesn:0.08, don:0.08, easily:0.11, enough:0.09, even:0.14, fact:0.10, fan:0.08, felt:0.09, film:0.05, films:0.15, from:0.06, go:0.08, great:0.05, humor:0.16, if:0.06, in:0.04, is:0.13, it:0.10, just:0.11, like:0.11, make:0.08, makes:0.09, more:0.06, most:0.07, movie:0.06, movies:0.05, not:0.05, of:0.22, off:0.09, on:0.06, one:0.15, only:0.22, other:0.07, over:0.09, people:0.17, probably:0.09, quite:0.09, re:0.10, scenes:0.07, screen:0.08, see:0.06, sense:0.10, solid:0.21, some:0.07, story:0.12, that:0.08, the:0.34, them:0.08, thing:0.17, this:0.10, though:0.09, time:0.12, to:0.13, top:0.10, was:0.09, watch:0.07, watched:0.11, where:0.09, who:0.15, with:0.14, worth:0.09, would:0.07, yet:0.10, you:0.21, your:0.08"
2012-05-25,"An overall great film. Amazing special effects, well fleshed-out characters, good dialouge, and aside from a couple slow spots, it has action from beginning to end.",10,2012-05,Friday,"action:0.13, amazing:0.21, an:0.17, and:0.08, beginning:0.33, characters:0.16, couple:0.33, effects:0.20, end:0.24, film:0.15, from:0.37, good:0.16, great:0.15, has:0.19, it:0.10, out:0.20, overall:0.25, slow:0.32, special:0.23, to:0.10, well:0.19"
2012-05-25,"I was looking forward to this film in a big way.Well its hard not to when your A,a comic/superhero fan, B,An action movie fan & C,Been following the buildup to this film in the form of the Iron Man,Thor,Captain America & to a lesser degree The Hulk movies.I was confident this was gonna be a good movie,because of the cast,director,the other movies & from what i saw of the movie itself during production.Well,i certainly wasnt disappointed!.. Of course it takes a while to build up to the big action,but theres plenty to keep you interested until then,from the buildup itself,to the characters & their dialog.This movie does exactly what it set out to do as far as i'm concerned,& its hard to imagine it done much better.I feel Stark/Iron Man & The Hulk Stole the show a bit(especially Iron Man).A Highly entertaining movie which i highly recommended,especially if you like your action or Superhero movies.",9,2012-05,Friday,"action:0.13, america:0.07, an:0.06, as:0.10, be:0.05, because:0.07, been:0.07, better:0.07, big:0.16, bit:0.09, build:0.11, but:0.04, captain:0.07, cast:0.07, certainly:0.10, characters:0.05, comic:0.07, course:0.10, director:0.10, disappointed:0.10, do:0.07, does:0.08, done:0.09, entertaining:0.08, especially:0.18, fan:0.16, far:0.08, feel:0.09, film:0.10, from:0.12, good:0.05, hard:0.19, highly:0.21, hulk:0.12, if:0.06, in:0.08, iron:0.19, it:0.10, its:0.14, keep:0.11, like:0.05, looking:0.11, man:0.18, movie:0.16, movies:0.16, much:0.06, not:0.05, of:0.12, or:0.07, other:0.07, out:0.07, saw:0.09, set:0.10, show:0.09, stark:0.09, superhero:0.11, takes:0.11, the:0.30, their:0.07, then:0.08, this:0.13, thor:0.07, to:0.32, until:0.11, up:0.06, was:0.13, way:0.07, well:0.12, what:0.12, when:0.07, which:0.08, while:0.08, you:0.10, your:0.16"
2012-05-25,"The Avengers was a pretty terrific movie. Good job by the Iron Man and Hulk not only in comedy but also in action. The trailer created much anticipation and the movie did well. Indians really really liked the movie.
I had to force my other pals to go see the movie. The only bad part that half of the shows in India were dubbed so not much of the effect there on the people. Otherwise. Hats off Tony Stark and Hulk..!!",9,2012-05,Friday,"action:0.07, also:0.12, and:0.13, avengers:0.07, bad:0.14, but:0.07, by:0.11, comedy:0.14, created:0.18, did:0.12, go:0.13, good:0.08, had:0.11, half:0.17, hulk:0.20, in:0.19, iron:0.11, job:0.14, liked:0.16, man:0.10, movie:0.21, much:0.20, my:0.10, not:0.16, of:0.10, off:0.14, on:0.09, only:0.24, other:0.11, part:0.14, people:0.14, pretty:0.13, really:0.20, see:0.10, shows:0.18, so:0.09, stark:0.15, that:0.07, the:0.42, there:0.10, to:0.11, tony:0.15, was:0.07, well:0.10, were:0.11"
2012-05-25,"The Avengers smashed a hugh number of things by which I would say it's entertaining and full of actions. With all the big stars, amazing special effects, great action scenes, this is the kind of movie you want to spend your money on. However, I must say I don't think it was fast-paced enough for the part where the Avengers were recruited. I checked my watch a few times during that part.",9,2012-05,Friday,"action:0.08, all:0.08, amazing:0.13, and:0.05, avengers:0.16, big:0.15, by:0.12, don:0.14, effects:0.12, enough:0.16, entertaining:0.15, few:0.17, for:0.08, full:0.19, great:0.09, however:0.17, is:0.06, it:0.12, kind:0.19, money:0.20, movie:0.06, must:0.17, my:0.11, of:0.17, on:0.10, part:0.32, say:0.30, scenes:0.13, special:0.14, that:0.07, the:0.24, things:0.17, think:0.15, this:0.06, times:0.16, to:0.06, want:0.16, was:0.08, watch:0.13, were:0.12, where:0.16, which:0.14, with:0.08, would:0.13, you:0.09, your:0.15"
2012-05-25,"This is a great movie!  Go see it, you won't regret it.  It's pretty amazing given all the different characters coming together here that everything flows naturally.",9,2012-05,Friday,"all:0.14, amazing:0.21, characters:0.16, coming:0.32, different:0.30, everything:0.24, given:0.33, go:0.24, great:0.15, here:0.27, is:0.10, it:0.29, movie:0.10, pretty:0.25, see:0.18, that:0.12, the:0.08, this:0.10, together:0.20, won:0.33, you:0.15"
2012-05-25,"Awesome. The action, humor, effects are all there. A well developed storyline, characters. The special effects in this movie, JUST AWESOME!! I mean look at the helicarrier, it looks realistic and futuristic at the same time. I am waiting for a sequel, The Avengers have amazed me. Its a MUST WATCH!!!",10,2012-05,Friday,"action:0.10, all:0.10, am:0.24, and:0.06, are:0.12, at:0.27, avengers:0.10, awesome:0.35, characters:0.12, effects:0.30, for:0.10, have:0.11, humor:0.18, in:0.09, it:0.07, its:0.16, just:0.13, look:0.23, me:0.15, movie:0.07, must:0.21, same:0.23, sequel:0.24, special:0.17, storyline:0.24, the:0.29, there:0.14, this:0.08, time:0.13, watch:0.16, well:0.14"
2012-05-24,this movie is so bland and overrated. honestly i'm still dumbfounded by the fact this movie has garnered good reviews. dont get me wrong. it's not a bad movie but its not as good as everyone think it is. Yes its super cool with a team of superheroes saving the earth but thats pretty much it. the dialogue and script of the movie is so bad. seriously. at times while watching the movie i laughed so hard at the script not becos its hillarious its because of the poor script. very cliche and predictable storyline. The action was not bad. and there are too many plotholes. when we watch a superhero movie we have to defy logic and just enjoy the 2 hours ride but i just cant for this movie. there are so many illogical and unwarranted events. The best marvel film so far is probly iron man without a doubt and maybe the incredible hulk. rober downey jr was at his brilliant best. mark ruffalo does a not bad impersonation of the hulk. the rest are very mediocre. honestly i didnt expect much from this movie. cos u cant expect a top class movie with multiple superheros. but i was quite excited to watch it like i said  a team of superheroes. who wouldnt? but i guess blockbuster movies are like that. just hoping the dark knight rises and the amazing spiderman would be epic!,5,2012-05,Thursday,"action:0.03, amazing:0.05, and:0.17, are:0.17, as:0.08, at:0.14, bad:0.27, be:0.04, because:0.06, best:0.08, blockbuster:0.07, brilliant:0.08, but:0.17, by:0.05, cool:0.08, dark:0.07, dialogue:0.06, does:0.06, downey:0.07, earth:0.08, enjoy:0.07, epic:0.07, everyone:0.07, expect:0.16, fact:0.08, far:0.06, film:0.04, for:0.03, from:0.05, get:0.06, good:0.08, hard:0.08, has:0.05, have:0.04, his:0.06, hours:0.08, hulk:0.09, incredible:0.07, iron:0.05, is:0.10, it:0.10, its:0.22, jr:0.07, just:0.13, knight:0.07, like:0.08, man:0.05, many:0.12, mark:0.06, marvel:0.04, maybe:0.08, me:0.05, movie:0.22, movies:0.04, much:0.10, multiple:0.08, not:0.18, of:0.12, overrated:0.08, pretty:0.06, quite:0.07, rest:0.09, ruffalo:0.06, said:0.08, script:0.23, seriously:0.08, so:0.22, spiderman:0.09, still:0.06, storyline:0.08, super:0.06, superhero:0.04, superheroes:0.12, team:0.12, that:0.03, the:0.30, there:0.09, think:0.06, this:0.11, times:0.07, to:0.05, too:0.06, top:0.07, very:0.10, was:0.10, watch:0.11, watching:0.07, we:0.13, when:0.05, while:0.06, who:0.06, with:0.07, without:0.08, would:0.05, wrong:0.08"
2012-05-24,"Overall the movie was very good.  The visual effects were amazing, the cast did a great job, and the movie achieved the ultimate goal of any movie, to entertain.  But, I think it's been slightly overrated by a large chunk of people calling it the best superhero movie ever, when I think The Dark Knight still holds that title.  There are just a few moments were it seemed the plot was kinda stretched to the limits, like when Tony Stark figures out that Loki is at the top of Stark Tower based on absolutely nothing.  Then there are the several awkward dialogue moments like when Cap. America says, ""The last time I was in Germany and I saw a man standing above everybody else, we ended up disagreeing.""  This line literally made me cringe.  But, hey, it's funny, its cool, and its got like 6 superheroes in one movie so its definitely worth seeing.",7,2012-05,Thursday,"absolutely:0.11, amazing:0.08, america:0.08, and:0.09, any:0.09, are:0.12, at:0.07, been:0.08, best:0.06, but:0.10, by:0.07, cast:0.08, cool:0.11, dark:0.10, definitely:0.10, dialogue:0.09, did:0.08, effects:0.08, else:0.12, ever:0.08, few:0.10, funny:0.09, good:0.06, got:0.10, great:0.05, in:0.09, is:0.04, it:0.15, its:0.24, job:0.10, just:0.06, knight:0.11, last:0.12, like:0.18, line:0.12, loki:0.08, made:0.08, man:0.07, me:0.07, moments:0.19, movie:0.18, nothing:0.10, of:0.10, on:0.06, one:0.05, out:0.08, overall:0.09, overrated:0.12, people:0.09, plot:0.08, saw:0.10, seeing:0.10, so:0.06, stark:0.21, still:0.09, superhero:0.06, superheroes:0.09, that:0.09, the:0.35, then:0.09, there:0.14, think:0.18, this:0.04, time:0.07, to:0.07, tony:0.10, top:0.11, up:0.07, very:0.07, visual:0.12, was:0.15, we:0.09, were:0.15, when:0.24, worth:0.10"
2012-05-24,"Efectos espectaculares y actuaciones decentes, fue lo unico que pude percebir en esta pelicula, ya que no maneja un guion con buenos argumentos, pues para empezar, Â¿cual es realmente la relacion entre Loki y el ejercito extraterrestre?, es una de las cosas que nunca logre comprender. Las actuaciones son lo mas destacable, Mark Ruffalo hizo un gran trabajo interpretando a Bruce Banner, siempre dando una sensacion de humildad por parte de este personaje, eso hasta que se tranforma en Hulk. Thor, interpretado por Chris Hemsworth, finalmente le dio un toque mas maduro al personaje, justo como en los comics. Chris Evans nunca de los nunca me termino de convencer como el Capitan America, es un personaje que le queda GIGANTESCO, pero observe una mejora a comparacion de la pelÃcula del personaje. Y creo que no hace falta decirlo, Robert Downey Jr. es brillante como Tony Stark. Yo les pongo un 8, esta puede ser la mejor pelÃcula de Super heroes por el momento, hicieron un buen trabajo en el especto de las actuaciones, le toco a cada uno su pedacito de pan, osea, su momento de robar camara. Altamente recomendable, 143 minutos que vas a disfrutar.",8,2012-05,Thursday,"america:0.04, banner:0.05, bruce:0.05, chris:0.11, comics:0.05, de:0.61, downey:0.05, en:0.28, evans:0.06, hemsworth:0.06, heroes:0.04, hulk:0.03, jr:0.05, la:0.20, loki:0.04, mark:0.05, me:0.04, no:0.08, por:0.21, que:0.45, robert:0.05, ruffalo:0.05, se:0.07, stark:0.05, super:0.04, thor:0.04, tony:0.05, un:0.40, una:0.20"
2012-05-24,A great movie with good characters and special effects but the drama in the middle of the movie is tedious. The movie could be more epic if Spiderman and the Fantasic Four join in the fun since they are Marvel characters.,7,2012-05,Thursday,"and:0.15, are:0.15, be:0.14, but:0.12, characters:0.28, could:0.20, effects:0.18, epic:0.25, fun:0.19, good:0.14, great:0.13, if:0.17, in:0.21, is:0.09, marvel:0.14, more:0.17, movie:0.26, of:0.08, since:0.26, special:0.20, spiderman:0.31, the:0.42, they:0.17, with:0.12"
2012-05-24,This movie is insane. Best movie I've seen this year. It's a sick action movie and even has some small comedy parts just for laughs. It's a must for anyone who has been a fan of all the other comic book movies or someone looking for a sick action movie.,9,2012-05,Thursday,"action:0.19, all:0.10, and:0.06, anyone:0.24, been:0.17, best:0.12, book:0.18, comedy:0.20, comic:0.16, even:0.16, fan:0.18, for:0.29, has:0.28, is:0.07, it:0.15, just:0.13, looking:0.24, movie:0.29, movies:0.12, must:0.20, of:0.07, or:0.16, other:0.15, parts:0.25, seen:0.16, some:0.14, the:0.06, this:0.15, ve:0.17, who:0.16, year:0.22"
2012-05-24,"This movie is a great action flick with a few emotional scenes thrown in for good measure.  Everything about this movie exudes perfection.  Sure, some of the plot makes no logical or practical sense, and sure, some of the casting does not match previous movies featuring the same characters, but dammit, I don't care!

The length of the movie is about 2.5 hours, yet the entire movie seemed to just fly by.  After the movie was over, I was shocked that it was already close to midnight.  Overall, I just could not get enough of this film.  I plan to buy the Blu-Ray/DVD combo once they release it, and I will definitely watch the movie over and over again!",10,2012-05,Thursday,"about:0.17, action:0.06, after:0.11, again:0.12, already:0.13, and:0.11, but:0.06, by:0.09, care:0.14, characters:0.07, could:0.10, definitely:0.11, does:0.11, don:0.10, enough:0.12, entire:0.14, everything:0.11, few:0.12, film:0.06, flick:0.14, for:0.06, get:0.10, good:0.07, great:0.06, hours:0.13, in:0.05, is:0.09, it:0.09, just:0.15, makes:0.11, movie:0.25, movies:0.07, no:0.10, not:0.13, of:0.16, once:0.15, or:0.09, over:0.34, overall:0.11, plot:0.09, previous:0.14, same:0.13, scenes:0.09, sense:0.13, some:0.17, sure:0.25, that:0.05, the:0.31, they:0.08, this:0.14, to:0.13, was:0.17, watch:0.10, will:0.09, with:0.06, yet:0.13"
2012-05-23,"Quite possibly my favorite movie of all time. It has everything a good nerdy superhero movie needs and tells a tale that is quite unlike anything we've seen in theaters before with film heroes of 4 different film series coming together. Action was superb especially toward the major final showdown. Acting is fantastic(Mark Ruffalo and the Hulk are quite loveable and you wont miss Ed Norton TOO much.)

Though the threat isn't incredibly frightening it provides just enough danger for the plot to seem real and significant enough to justify this great meeting of heroes...

Stick around til after ALL the credits as there's TWO secret endings(although the first is decidedly more important than the second). Go have fun...this is the summer romp well worth the 4 year wait and should prove to the rest of Hollywood what a summer Blockbuster should be like.",10,2012-05,Wednesday,"acting:0.10, action:0.05, after:0.10, all:0.11, although:0.13, and:0.16, anything:0.11, are:0.06, around:0.12, as:0.06, be:0.06, before:0.11, blockbuster:0.11, coming:0.12, different:0.12, enough:0.21, especially:0.11, everything:0.09, fantastic:0.11, favorite:0.10, film:0.11, final:0.12, first:0.08, for:0.05, fun:0.08, go:0.09, good:0.06, great:0.06, has:0.07, have:0.06, heroes:0.16, hulk:0.07, in:0.05, incredibly:0.13, is:0.15, isn:0.11, it:0.08, just:0.07, like:0.06, mark:0.10, more:0.07, movie:0.07, much:0.07, my:0.07, of:0.14, plot:0.08, possibly:0.13, quite:0.32, real:0.12, rest:0.13, ruffalo:0.10, second:0.12, seen:0.08, should:0.20, summer:0.22, superhero:0.07, than:0.08, that:0.05, the:0.30, there:0.07, this:0.08, though:0.10, time:0.07, to:0.11, together:0.08, too:0.09, two:0.12, ve:0.09, wait:0.12, was:0.05, we:0.10, well:0.07, what:0.07, with:0.05, worth:0.10, year:0.11, you:0.06"
2012-05-23,A very risky movie to make considering the abundance of heroes. It could have used more information about the army of other-worldly creatures so willing to invade another planet. Looking forward to the inevitable sequel.,9,2012-05,Wednesday,"about:0.20, another:0.30, army:0.34, could:0.23, have:0.16, heroes:0.22, it:0.10, looking:0.34, make:0.23, more:0.19, movie:0.10, of:0.19, other:0.21, sequel:0.33, so:0.18, the:0.24, to:0.30, very:0.19"
2012-05-23,"The movie was actually much better than anticipated.
I didn't expect the story to go around 1 character and it didn't.
Joss Whedon did a good job at bringing the cast together to deliver a great story.
All I wish now is if he could add a bit more action sequence into the film and make it slightly more intense to improve the movie.",8,2012-05,Wednesday,"action:0.09, actually:0.18, all:0.09, and:0.11, around:0.20, at:0.12, better:0.15, bit:0.19, bringing:0.21, cast:0.15, character:0.14, could:0.15, did:0.15, didn:0.31, expect:0.21, film:0.10, go:0.16, good:0.10, great:0.10, he:0.15, if:0.12, into:0.16, is:0.07, it:0.13, job:0.17, joss:0.14, make:0.15, more:0.25, movie:0.13, much:0.12, now:0.18, story:0.24, than:0.14, the:0.26, to:0.19, together:0.14, was:0.09, whedon:0.13"
2012-05-23,"Despite being billed as an action movie, The Avengers is painfully slow. Much of the plot involves the eponymous team fighting each other, though we all know going in that they will eventually team-up, so this lengthy attempt at conflict seems especially sluggish and misdirected. Robert Downey Jr. And Samuel L. Jackson both manage to pull focus and remind you you're watching a bad movie more than they usually do,  which is saying something; and the cast is generally much too aware they are in a movie for it to work. Indeed, The Avengers is so remarkably unambitious they even manage to avoid developing some of the team's most notable members like The Scarlet Witch and The Vision, choices that would be mystifying if it wasn't so clearly a cynically half-hearted attempt at storytelling. Nevertheless, Chris Evans is still nice to look at.",2,2012-05,Wednesday,"action:0.05, all:0.05, an:0.07, and:0.17, are:0.06, as:0.06, at:0.22, avengers:0.11, bad:0.11, be:0.06, being:0.10, both:0.12, cast:0.09, chris:0.12, do:0.09, downey:0.10, each:0.09, especially:0.11, evans:0.12, even:0.08, fighting:0.13, for:0.05, going:0.10, half:0.12, if:0.07, in:0.09, is:0.20, it:0.08, jackson:0.13, jr:0.10, know:0.10, like:0.07, look:0.12, more:0.07, most:0.09, movie:0.11, much:0.15, nice:0.13, of:0.07, other:0.08, plot:0.08, re:0.11, robert:0.10, samuel:0.13, seems:0.14, slow:0.13, so:0.20, some:0.08, something:0.11, still:0.10, team:0.29, than:0.08, that:0.10, the:0.25, they:0.30, this:0.04, though:0.10, to:0.16, too:0.09, up:0.07, wasn:0.11, watching:0.11, we:0.10, which:0.09, will:0.09, work:0.11, would:0.09, you:0.12"
2012-05-23,"As you can see by the overwhelmingly positive reviews, this movie is hardcore nerd pornography. I now have insight into the fanboy mind: Screen make flashy flashy boom boom I clappy my handsies if u don't like u just a h8r. But the special effects really do give this thing a great-looking outer shell. Kinda reminds me of a pretty Easter egg that you can't wait to open but is disappointingly filled with those black jelly beans everybody hates. I liked Downey Jr. and non-Hulk Ruffalo. Scarlet played a robot with an accent. Captain America dude and Thor just plain can't act. They're so bad, they're almost a parody of themselves. Put them on SNL. They won't have to change a thing. Stereotypical one-dimensional GOOD guy vs. stereotypical one-dimensional EVIL guy + one-liner + insanely long stretch of movie in which nothing at all happens + evil guy beats up good guy for a while + one-liner + good guy shows evil guy what's up = you still go back to your girlfriendless lives, nerds.",5,2012-05,Wednesday,"all:0.04, almost:0.09, america:0.07, an:0.05, and:0.05, as:0.05, at:0.06, back:0.09, bad:0.08, black:0.08, but:0.08, by:0.06, can:0.19, captain:0.07, do:0.07, don:0.07, downey:0.08, effects:0.06, for:0.04, give:0.08, go:0.07, good:0.15, great:0.05, guy:0.65, have:0.10, hulk:0.06, if:0.06, in:0.04, into:0.08, is:0.06, jr:0.08, just:0.10, like:0.05, liked:0.09, long:0.08, looking:0.10, make:0.07, me:0.06, mind:0.10, movie:0.06, my:0.06, nothing:0.08, now:0.08, of:0.09, on:0.05, one:0.18, played:0.10, pretty:0.08, put:0.10, re:0.18, really:0.06, ruffalo:0.08, screen:0.08, see:0.05, shows:0.10, so:0.05, special:0.07, still:0.08, that:0.04, the:0.07, them:0.07, they:0.17, thing:0.16, this:0.06, thor:0.06, those:0.08, to:0.09, up:0.12, wait:0.09, what:0.06, which:0.07, while:0.08, with:0.09, won:0.10, you:0.14, your:0.08"
2012-05-22,Would I rather a return to the great action adventures of decades ago based on semi original concepts? Of course. But I'll take this over the mindless crap thats out there right now any day. Avengers is funnier than literally every comedy Hollywood farts out these days then add a few insightful character scenes and some cool if not breezy action sequences. Really my only gripe here is how undramatic this thing was. Theres just nothing at stake. Sure the whole world is being fought for but we know who wins. Thor takes a thumb tack to the side. Everyone else comes out the war unscratched and they all eat some shwarma. I guess its more of a comedy than I even thought.,8,2012-05,Tuesday,"action:0.12, all:0.06, and:0.08, any:0.11, at:0.08, avengers:0.06, being:0.12, but:0.12, character:0.10, comedy:0.25, comes:0.15, cool:0.14, course:0.15, day:0.15, else:0.15, even:0.10, every:0.11, everyone:0.12, few:0.13, for:0.06, great:0.07, here:0.13, how:0.10, if:0.08, is:0.14, its:0.10, just:0.08, know:0.12, ll:0.13, more:0.09, my:0.08, not:0.07, nothing:0.12, now:0.12, of:0.13, on:0.08, only:0.10, out:0.28, over:0.12, really:0.09, right:0.13, scenes:0.10, sequences:0.13, side:0.16, some:0.18, sure:0.13, take:0.13, takes:0.15, than:0.19, the:0.18, then:0.12, there:0.08, these:0.12, they:0.09, thing:0.12, this:0.10, thor:0.10, thought:0.13, to:0.09, was:0.06, we:0.11, who:0.10, whole:0.13, world:0.14, would:0.10"
2012-05-22,"I didn't like most of the prequels to The Avengers, I didn't like Iron Man 2, Thor and Captain America. So I was pleasantly surprised by The Avengers which is quite better. It is however a movie that I would never like to see again. It is awesome the first time, but there is nothing left once it's over. The sole value of the movie lies in its action scenes, and sometimes fun, sometimes not fun jokes here an there. So switch your brain off and enjoy, the entertainment is guaranteed. Once you've seen the action, you've seen all there is to see, and there is no point whatsoever to come back again to it. There is (as usual, sigh) some rubbish science talk that doesn't mean much and that shows how empty the plot is, so why bother including it at all? The movie could have been a bit shorter without it and without some other minor scenes, the action would have been more intense and the movie could only have been better. Anyway, I enjoyed it a lot, I didn't regret going to the cinema for once.",6,2012-05,Tuesday,"action:0.11, again:0.15, all:0.08, america:0.06, an:0.05, and:0.17, as:0.04, at:0.05, avengers:0.08, awesome:0.07, back:0.08, been:0.19, better:0.13, bit:0.08, but:0.04, by:0.06, captain:0.06, cinema:0.09, come:0.07, could:0.13, didn:0.20, doesn:0.07, enjoy:0.08, enjoyed:0.08, entertainment:0.09, first:0.06, for:0.04, fun:0.12, going:0.07, have:0.13, here:0.08, how:0.06, however:0.08, in:0.03, iron:0.06, is:0.26, it:0.20, its:0.06, jokes:0.09, like:0.14, lot:0.07, man:0.05, more:0.05, most:0.06, movie:0.11, much:0.05, never:0.07, no:0.06, not:0.04, nothing:0.08, of:0.05, off:0.07, once:0.29, only:0.06, other:0.06, over:0.07, plot:0.06, point:0.08, quite:0.08, scenes:0.12, see:0.10, seen:0.12, shows:0.10, so:0.15, some:0.11, surprised:0.09, that:0.10, the:0.29, there:0.26, thor:0.06, time:0.05, to:0.17, ve:0.13, was:0.04, which:0.07, why:0.08, without:0.17, would:0.12, you:0.09, your:0.07"
2012-05-21,"If it weren't for the great special effects and a few guilty pleasures, ""The Avengers"" would be a complete snooze-fest. A generally solid cast as well as the 3D imagery were woefully underutilized. For all the film's frenetic energy, there was little in the characters and the plot for the viewer to invest emotionally.  In short, the sum was less than its parts in this overlong spectacle from Joss Whedon.",5,2012-05,Monday,"3d:0.21, all:0.09, and:0.11, as:0.22, avengers:0.09, be:0.11, cast:0.15, characters:0.11, effects:0.14, few:0.19, film:0.10, for:0.27, from:0.12, great:0.10, if:0.13, in:0.24, it:0.07, its:0.15, joss:0.14, less:0.21, little:0.17, parts:0.23, plot:0.14, solid:0.21, special:0.15, than:0.14, the:0.43, there:0.12, this:0.07, to:0.07, was:0.18, well:0.13, were:0.14, whedon:0.14, would:0.15"
2012-05-21,"What can I say. This movie pulled out all the stops. I find it hard, and sometimes clichÃ to rate something a 10, but this film deserved it from start to finish. With an opening that pulled you in, to an ending that left you wanting more, this film deserves the 10 it is receiving.",10,2012-05,Monday,"10:0.40, all:0.11, an:0.27, and:0.07, but:0.10, can:0.16, film:0.23, find:0.25, from:0.14, hard:0.23, in:0.09, is:0.08, it:0.23, more:0.15, movie:0.08, out:0.16, say:0.19, something:0.21, start:0.23, that:0.20, the:0.12, this:0.25, to:0.23, what:0.15, with:0.11, you:0.24"
2012-05-21,"This is a fun, epic superhero movie. If you watch this movie in theater, you'll absolutely have a blast. For a full review, search up the user ""TNShowbiz"" on YouTube, and check out my review on The Avengers.",8,2012-05,Monday,"absolutely:0.24, and:0.07, avengers:0.11, epic:0.22, for:0.11, full:0.25, fun:0.17, have:0.12, if:0.15, in:0.09, is:0.08, ll:0.22, movie:0.15, my:0.14, on:0.27, out:0.16, review:0.54, superhero:0.14, the:0.12, theater:0.25, this:0.17, up:0.15, watch:0.17, you:0.24"
