date,review,score
"Nov 25, 2019","More than just a superhero film, this movie had a definite soul and smart plot as well. It's a guarantee that superhero fans will love it but at the same time, common moviegoers will find it entertaining too.",5
"Nov 25, 2019",Are you a fan of epic adventure movies? Then this is your dream come true! Truly this is the ultimate superhero mash-up and it's executed perfectly. Props to the filmmakers for taking the time to design it to be more than just a superhero film packed with action scenes and adding depth to each character.,5
"Nov 25, 2019",Good fighting sequences but fight sequences felt too crazy and made it quite difficult to fully enjoy the great choreography.,5
"Nov 25, 2019",Kudos to the fight choreographers who designed all the action sequences for this movie. They really did a good one!,5
"Nov 25, 2019","If you haven't seen this film yet, do yourself a favor and remain unspoiled. This is one of the movies that need to be savored.",5
"Nov 25, 2019",The cast really delivered. Sure they were playing the roles of superheroes but you can really see and feel a deeper level of emotions in their performance.,5
"Nov 25, 2019",One of the many things I loved in this film was the conflict between Iron Man and Captain America for leadership and how the two differ in their approach. A veryunique way of building a team of superheroes.,5
"Nov 25, 2019",One word for this movie: AWESOME. It's an amazing film and has everything a superhero fanboy hoped for and more.,4.5
"Nov 25, 2019",I tried my best to avoid getting carried away by the hype of this movie because nowadays most of the movies that are too much hyped end up just being disappointments but I'm glad to say that I WAS NOT DISAPPOINTED when this came out.,5
"Nov 25, 2019","Wow, Coppola and Scorsese were right.",1
"Nov 20, 2019",absolutely bonkers fun superhero action comedy. And a very good villain. kudos to Marvel.,5
"Nov 16, 2019","I loved this movie! I didn't like Phase 1 that much, but this movie was a great way to end off Phase 1.",4
"Nov 8, 2019","When you have a bunch of flashy superheroes fighting supernatural, extraterrestrial villains from another dimension, it can get pretty hard to highlight each of their strengths,  but Marvel pulled it off with this one!",5
"Nov 8, 2019",Wonderful movie to watch if you want to be entertained and not think about the plot too much.,4.5
"Nov 7, 2019",It's clichéd and we love it.,4
"Nov 7, 2019",Perfect casting! You can really see and feel that the actors have great chemistry both in and out of their characters.,4.5
"Nov 7, 2019",I found it creative of Marvel to introduce each character one by one. It really set the tone and had me looking forward to what's gonna happen.,5
"Nov 7, 2019","Definitely the greatest superhero movie of all time. Marvel has set the bar high with this one and so far, they're doing a good job of keeping up with that despite not being able to raise it higher!",5
"Nov 6, 2019","Marvel's The Avengers delivers the purest form of entertainment ever put in a movie, and succeeds at making all of our heroes share the screen in a coherent way.  It truly is a revolutionary outing from Joss Whedon that ignited a new era of crossover comic-book movies.",4.5
"Nov 6, 2019","The Avengers is a dream movie come true for superhero fans with its group of extremely talented actors and epic champions, to create an action- packed movie with hilarious banter laced in between scenes. I love how each of the actors and actresses has portrayed each of the roles they were given.",4.5
"Nov 5, 2019","This movie it's literally a masterpiece, it showed the world that the Avengers are really awesome!!!",5
"Oct 23, 2019",How many movies did it take to come up with this mundane plot ?,0.5
"Oct 23, 2019",#Avengers with the Best of 'Em All #IronMan #TonyStark What More Needs To Be Said.. The Dopest Fliest MF'r there is & The Rest of Marvel Avengers.,5
"Oct 22, 2019","The Avengers had changed the way that superhero ensemble films are made, with a great script from Joss Whedon including his famous quips and also his direction, he knew how he wanted to make the characters stand out. Of course the stand out performance is Robert Downey Jr. (as he is in all MCU films) the only main issue I have with this film is that is does start of slow, which might turn people away, however if your stick with it towards the end, then you get a epic 3rd act, which  at the time was the greatest on screen. So with it being full of action, humour, great superhero set pieces, the Avenegrs is a must see for all superhero fans... you will be converted when you see the greatest group shot along with the music still remains the best ever..... One of the best superhero films ever made off course.",5
"Oct 22, 2019",If I had my hands on this movie it would of been excelsior.,0.5
"Oct 20, 2019","Great movie, great storyline with awesome action",4
"Oct 18, 2019","Its... okay. The loki thing was a bit un needed. I understand how hard finding another enemy for the avengers to fight thats not thanos is, but there could have been a better villan.",3
"Oct 13, 2019",Fantastic start to an amazing series. Love every one of them,4
"Oct 13, 2019",Perfect start to an amazing series.,5
"Oct 9, 2019",Dictionary of a team-up movie.,4.5
"Oct 8, 2019",Es muy entretenida y se puede disfrutar para toda la familia pero hay veces que la trama si aburre.,3.5
"Oct 8, 2019",After years of solo hero movies we finally have the avengers come together to defeat lokey. Amazing to finally see all of our heroes teaming up. And see the direction the MCU is heading in (infinity gauntlet). All in all a great movie with great action. And decent CGI.,4
"Oct 8, 2019","Everyone is saying that and game is the better movie but it's like not even that good.  I mean it's a good sequel but not a good movie. There so many reasons why end game is not good. 1st of all why didn't  Tony just use the eather or reality stone to just cut all the chitari and thanos in half  and why don't they just use the time stone to go back before black widow died and just save her.  But with this movie it's  pure and everything is important they didn't and they couldn't add nothing could of been cut out. Also Robert Downey Jr. Is way better in this movie than he isn't endgame. Loki is also a really good villain he all like shakespearean and of like he talks in metaphors. Like  when Nick fury is like trying to steal the  tesseract and he and Loki have a conversation and when Loki says, "" I will make a world free"" then Nick says, "" free from what?""  ""free of freedom, freedom is the one lie we tell ourselves and once we accept that then you will truly be free."" that I the Nick's like,""We have no quarrel with your people"" he says an ant has no quarrel with a boot,""  "" do you plan on stepping on us?"" And the part where iron man thor and captain America are fighting is just so cool and Thor strikes cap's sheild and the forest basiclly explodes, just go watch the scene it's amazing. Snd also watch the movie.",5
"Oct 7, 2019","This film definitely lives up to the hype. The writing shows improvement since previous Marvel Studios films, making the dialogue purposeful and the one-liners are actually funny and not overly cheesy. The choreography in the fight scenes is perfect, with characters using moves that are unique to them and their powers. The CGI and visual effects are incredible, speaking of which, the Hulk's character model is improved as well, making him more realistic looking and actually resembling Mark Ruffalo, who is a welcomed actor replacement as the character of Bruce Banner. Thor and Captain America seem to fit better as side characters in this film, and the interactions between them and Iron Man are full of chemistry. Robert Downey Jr. is on point as usual. Black Widow's character is improved, with Scarlett Johansson showing some emotional depth. Tom Hiddleston shines as Loki, delivering a theatrical performance that comes off cunning and sinister. This film raised the bar for what Marvel Studios is capable of.",4.5
"Oct 7, 2019",Excellently done movie,5
"Oct 6, 2019",It was pretty good. You don’t go in expecting much and just some dumb action but then the plot is surprisingly well done. The action is good too btw.,4
"Oct 5, 2019",A fun team-up movie with a few boring spots but a great way to build this universe.,4
"Sep 30, 2019","The avengers is one of the top 10 best superhero movies of all time . That assembles earths mightiest superheroes  in one blockbuster movie, with great action , humour and heart . This one of the greatest marvel movie of all time.",4.5
"Sep 28, 2019","I LOOOOVE all of the MCU movies, but the original Avengers film is one of my very favorites! It seems so simple compared to the intensity and complexity of Infinity War and Endgame, but it is rather refreshing, and is a great origin story for Earth's Mightiest Heroes.",5
"Sep 26, 2019","The combination of well-developed characters and action makes for an exciting, if slightly slow-moving film.",4
"Sep 23, 2019",All of your favorite marvel super heroes team up to fight bugs from outer space.,4
"Sep 22, 2019","Its visuals are great, and it's plenty engaging, but maybe a little cheesy nowadays.",4
"Sep 20, 2019","Great banter , bland story .",3
"Sep 18, 2019","This is the best movie team-up, by now it has become a classic movie of MCU: good story, perfect combo, nice resolve.",5
"Sep 17, 2019","Marvel's The Avengers delivers the purest form of entertainement ever put in a movie, and succeeds at making all of our heroes share the screen in a coherent way.",4.5
"Sep 15, 2019",los vengadores un poco aburrida y lenta no era lo que esperaba de esta película tenia mas expectativa y me lleve un chacos,2
"Sep 15, 2019",Massively overrated film and franchise. I don't like superheroes but this film really wasn't great. I didn't find it interesting or enjoyable to watch.,2
"Sep 15, 2019",Por los diálogos cringe,3.5
"Sep 12, 2019","I get that you have to set the stage, but for how long the film was they could've made it a bit more exciting.",2
"Sep 10, 2019","Absolutely amazing movie, that's all you need",5
"Sep 9, 2019",Revolutionary. Changed the way we see super hero films forever. An amazing story about a group of remarkable people who put aside their differences to become our beloved Avengers.(i know i used a nick fury line,5
"Sep 5, 2019","A perfectly fine movie, it didn't leave me feeling amazed as I'm sure it did onto other viewers, but it was an enjoyable movie. Loki's antics, and the action are what impressed me the most. The story was fine, but if you look at the Avengers' series of movie this was a build-up story towards Infinity War, and Endgame.",4
"Aug 31, 2019",Great summer blockbuster team-up. Problem is that Hawkeye is criminally unused in this movie,4
"Aug 27, 2019","It's a very good movie, but for me it was a bit muddled up. There were simply too many things going on, and the CGI still doesn't look very convincing. However, it's definitely a solid entry in the MCU.",3.5
"Aug 24, 2019","The Avengers is an unmissable experience, which features an incredible cast, great entertainment, and compelling character arcs. Additionally, a great script and great pacing allow the Avengers to be rewatched over and over again. A must-see.",5
"Aug 20, 2019","An epic superhero masterpiece and conclusion to Phase One of the MCU, combined with Whedon's direction, the script he co-wrote with Penn, the performances of the cast, Silvestri's score, McGarvey's cinematography, Ford and Lassek's editing, Chinlund's production design, Zolfo's set decoration, Byrne's costume design, action sequences, sound design and visual effects, Marvel's The Avengers is a brilliant action-packed and super-powered blockbuster!!!",5
"Aug 19, 2019",This is where all the madness begun.,4
"Aug 18, 2019",Not the best avengers movie but it's definitely up there,4
"Aug 17, 2019","Thanks to a script that emphasizes its heroes' humanity and a wealth of superpowered set pieces, The Avengers lives up to its hype and raises the bar for Marvel at the movies.",4.5
"Aug 12, 2019",I honestly don't understand why people like this movie. I personally thought it was boring as sh*t except for the epic battle scene at the end.,1.5
"Aug 10, 2019",After watching the finale I couldn't help but watch this again.,5
"Aug 4, 2019",a flawless film from start to finish. bringing all these super heroes together in one movie made for a truly epic action packed story that had me at the edge of my seat the entire time. the acting is flawless and the characters are all memorable and captivating in there own way. the film is smart funny and full of heart and action. its a visual masterpiece and one of the best films inside the marvel universe.,4.5
"Aug 2, 2019",Still one of the MCU’s strongest films even if it is slightly dated,4
"Aug 2, 2019","This is a film that really shouldn't have worked, but it oh-so did. It is just so much fun with amazing performances, notably RDJ (obviously) and Tom Hiddleston, who knocks it out of the park as Loki. Marvel did the impossible. 9/10.",4.5
"Jul 31, 2019","I remember I was a kid back when this came out. I read the comics, and seeing it all come to life was amazing.",5
"Jul 27, 2019",Highly entertaining.,4.5
"Jul 24, 2019","Just watched this for the first time, and it was very well done when you consider other offerings of the MCU at the time.  It is not as good as that last two movies... but it was just growing into the franchise it became.  Very good and worth watching again.",4
"Jul 23, 2019","So cool how the best superheroes in the world are in the same movie and team up. I love how the final battle is like, 40 minutes long!",5
"Jul 22, 2019","The buddying around, rubber band cgi, and cheesy moments took too much away for me to enjoy this movie",3
"Jul 22, 2019",Watching 4 franchises come together is truly mind blowing.,5
"Jul 21, 2019",Still an amazing movie in my opinion is better than infinity war,4.5
"Jul 20, 2019",A classic and one of Marvel's best. This movie set up all the rest of the movies to come. Endgame and Infinity War couldn't have happened without it. Even now it is definitely a top 10 Marvel movie.,5
"Jul 18, 2019","This is the best one out of the MCU.loved the villain.the story,and the whole thing.just all of it was the great",5
"Jul 17, 2019","A film that exceeds expectations. The Avengers opened our eyes to the possiblities of the Shared universe, by giving us one of the best if not the best superhero film ever made. By putting emphasis on characters, action, visuals, and great interactions.",5
"Jul 15, 2019",Every actor is amazing and it feels fresh,5
"Jul 13, 2019","Such a memorable and impactfull moment for not just the mcu, but all movies in general.",4
"Jul 11, 2019","THE AVENGERS is spectacular in several senses of the word. It is literally a spectacle, with people flying up into the sky, monsters plummeting out of it, airships flying through it and so on. However, the real dynamism here is in the character interactions, not something one expects of even a regular superhero movie, let alone one where a bunch of different storylines have to intersect meaningfully.

Followers of Marvel Comics characters in the movies have already seen Robert Downey Jr. star in two IRON MAN films, Chris Evans as CAPTAIN AMERICA and Chris Hemsworth as THOR, the alien mistaken by the ancient Vikings as a god. Although Mark Ruffalo is new to the role, there have been two previous HULK movies in the last decade. (There have also been SPIDER-MAN, FANTASTIC FOUR and X-MEN movies, but those don't come into play here.) Scarlett Johansson as Black Widow, Jeremy Renner as Hawkeye, Clark Gregg as Agent Coulson and the essential Samuel L. Jackson as S.H.I.E.L.D. Director Nick Fury have all turned up in one or more of the aforementioned features, so THE AVENGERS comes into frame lugging a trainload of back story.

However, THE AVENGERS hits the ground running, more or less literally, and finds deft ways to bring us up to speed on the various histories should we have missed or forgotten anything, without boring those who know. Director/writer Joss Whedon, working from a screen story co-crafted with Zak Penn, finds enormous amounts of fun in putting together people who are accustomed to being viewed as odd with new folks they can't help finding even odder.

The short version of the set-up here is that something is stolen from S.H.I.E.L.D. and Fury reaches out to his operatives – some less enthusiastic than others – when it turns out that the Earth is imperiled by the object itself, the entity who has stolen it and the allies he summons.

We know that ultimately all of the main characters are going to figure out how to work together to save the planet – they are, after all, super heroes, not super-shirkers – but see how they variously overcome their differences or revel in their similarities is much of the fun. Most films in this genre – the X-MEN series being the notable exception – have to focus on one awesome figure and make every other good guy a bit less awesome in comparison. AVENGERS can't, shouldn't and doesn't do that. Here, everyone has a tactical function, but more, each one of the Avengers fills the screen in a way that none of the others can.

Whedon directs the action kinetically and makes sure to give each character's unique abilities a proper showcase without having to slow down to underscore that's what he's doing. There does seem to be a particular sense of joy when it comes to the Hulk, as well as some glorious physical stunt work by Johansson's Black Widow and Cobie Smulders' Agent Maria Hill.

We get the sense that Downey's Stark is first among equals here, perhaps because, of the main characters, he not only has the biggest arc, but is the most mercurial. His philosophical clashes with Evans' straight-arrow Steve Rogers (aka Captain America) are wonderful to watch because of their differences, but even more memorable are his scenes of surprised affinity with Ruffalo's Bruce Banner/Hulk. There's something genuinely affecting in seeing these two men, used to being misunderstood or not understood at all, finding kindred spirits in the midst of thundering havoc all around.

A note of special appreciation about the Hulk here – not only does Ruffalo give us a man who is in a state of minor exasperation at all times (the better to defuse his rage) and major self-imposed loneliness, but the visual effects department gives us the best iteration of the Hulk since Lou Ferrigno went green. We can still see Ruffalo's performance within the Hulk, rather than having CGI trying to impose a version of an actor's face on something that looks like a badly-proportioned videogame avatar (which has been the case with at least one previous iteration of the Hulk).

Hemsworth remains a delight as the slightly befuddled but utterly game Thor and Tom Hiddleston is elegantly wounded as Thor's spiteful stepbrother Loki. (One caveat – Loki's horned helmet doesn't look any less silly than it did in THOR. This bit of costume design does not survive translation to live action well, but Hiddleston bears up under it nobly.) Johansson is coolly capable (and of course looks fantastic) as Natasha Romanov/Black Widow and Renner targets some emotional moments with understated precision. The entire cast is terrific.

The 3D doesn't distract from the film, although it seems unnecessary – the effects all look like they are satisfyingly dimensional enough without the extra process and it would have been nice to see the kind of colors those dark glasses inevitably tamp down.

In summation, THE AVENGERS will appeal to fans of comic books, fans of action and fans of characterization and dialogue. It's a pretty awesome assembly.

By the way, sit through the closing credits. Just sayin'.",4.5
"Jul 10, 2019","This film is one of the greatest crossovers in cinema history, the action is amazing, the characters are likable and all have great chemistry and the story is clever and well written. This movie will certainly be remembered for many things. 10/10!",5
"Jul 8, 2019","Some. Assembly. Required. Avengers Initiative! The Big Superhero Team Up! Four Lead actors, two previous Cameo appearances, formed by Nick Fury, and Shield Agents Phil Coulson, and Maria Hill.  Avengers is a celebration of the Superhero Movie Genre Past, present, and future. A dreamful, imaginative, innovative fulfillment of what a franchise, or modern serial could become. Officiating the term ""Marvel Cinematic Universe"" , picking up from the end of Thor, with diverse backgrounds/abilities  of the core team, to Battle Loki and the Other's Chitauri. 
Best Superhero Team Movie of the time, arguably any. The spectacle made up for the weakest points of what you previously invested in for lower tier MCU films.",5
"Jul 8, 2019","With 6 superheroes introduced on the big screen, they finally come together in this non-stop action packed adventure!",5
"Jul 7, 2019",Somehow marvel was able to do the impossible. giving screen time to all its major actors to pull of well rounded movie that is tightly shot and unbelievable performances by all.,4.5
"Jul 7, 2019",marvels first really big movie still amazing i absolutely love this masterpiece,5
"Jul 7, 2019","A combined Avenger film directed and written by Joss Whedon has a lot of expectations, and it lives up to every one. Whedon brings his classic humour and humanising to the dysfunctional family of Avengers. It's such fun to watch them clash but inevitably come together. Epic visual effects continually upping the game in the Marvel universe. Also has some great Easter eggs.",4
"Jul 7, 2019",A great payoff that guarantees a fun time.,5
"Jul 6, 2019","Looking back at this now, it isn't the perfect movie I always made it out to be.  The humor is fine, but cuts into some of the more serious stuff (though not as bad as Ultron did), but even so it still brings together these heroes perfectly.  You get great scenes for each Avenger and it pushes them to the limits as a team.  It's not the perfect movie, but it was the start of something greater.  It kicked off the rest of the MCU and set up the rest of their team up movies to come.",4
"Jul 5, 2019","I couldn't stop laughing I theaters, this movie is just to good",5
"Jul 3, 2019","What can I say? This movie is pretty great. It was the birth-movie of the Avengers, and it brought them together beautifully, in a way no movie had ever done before. The differing personalities of every hero, as well as their similarities, were shown excellently, and the tensions among them were developed well. Then, the final act did all of the characters justice. I've never been a fan of action, honestly, but it was pretty cool to see the newly found Avengers kick ass.",4.5
"Jul 2, 2019",A film with lots of superheroes and action,3
"Jun 25, 2019",The superhero team up you won't shut up about.,5
"Jun 22, 2019","This is one of my favorite movies. It manages to give us well-rounded characters, quippy dialogue, and awesome action scenes. Five stars",5
"Jun 22, 2019",What a great start to my favourite part of the MCU universe. I'll give Marvels The Avengers an A,4.5
"Jun 17, 2019","Worst avengers film of them all, felt like it ended in the middle of the film.",2.5
"Jun 15, 2019","The movie is really good, but I'm disappointed in that fact that the government send an atom rocket to kill all people who were still there. Now my trust level to the government is really low, they are violent people.",5
"Jun 12, 2019",So generic and predictable.,2.5
"Jun 7, 2019",The best thing about the movie is the characters in it. With the amazing character development including one of the best villains Loki and fueled with mighty action it was one of the grand entry in the superhero genre.,5
"Jun 4, 2019","The plot is great, the action is fantastic, the bad guy is interesting. The movie is just great.",5
"Jun 4, 2019","One of the best classic superhero movies.
Avengers Assemble!",5
"Jun 3, 2019","One of the best marvel movies and arguably the best of the series, Avengers finds away to set egos aside and let these hero's fight amongst one another and save earth from a great villain",5
"Jun 3, 2019",This movie was really good this action packed movie was amazing but the combo attacks were even more awesome to watch tom was outstanding in the role of loki,4.5
"Jun 2, 2019",A movie which can be enjoyed by previous viewers and newcomers to the franchise. Simply amazing,5
"Jun 2, 2019","Great script, thrilling action, a ton of fun. A huge achievement to make this work and made everything that followed possible.",5
"Jun 1, 2019",Comic book movie fun!!!!!,5
"May 29, 2019",Best avengers movie out of all of them.,5
"May 29, 2019",Couldn't of asked for and more of this movie.  It was great.,4.5
"May 29, 2019","This movie is one of my favourite mcu movies.
This movie its awesome.",5
"May 28, 2019",Loved it! This is the movie that sparked my love of the MCU and I've been watching every movie since. All the actors were great but I particularly loved Scarlett Johansson as Black Widow. She is a bad a**!,5
"May 25, 2019","This is a great movie that is a great way to start off with the original six avengers and also, Nick Fury is a vital role in this movie and you get to see the struggles that the Avengers face that will come back to haunt them in Captain America: Civil War. Also there is an important scene in Avengers:Endgame that you must see this movie to understand.",4.5
"May 22, 2019","The team is finally together. 

I will admit that going into this film I wasn't sure that Loki was the correct choice for an antagonist, but he astoundingly does an amazing job! I mean, he was the bad guy in the first Thor and for him to be the carry-over villain in The Avengers seemed like it would be stale, but he does a fantastic job. I will admit that I felt like the crew sort of come together with a little more ease than I thought they would. I'm not sure that the death of someone would have been enough to have them all come together in this way, but clearly, I'm wrong...because that's exactly what happened.

A fantastic movie will definitely watch again!",5
"May 20, 2019","The movie is AVENGERS. The genre is aventure and action, the actors act good. It's an intense film.
  There are 6 people: Iron Man, Captain America, Hulk, Thor, Black Widow and Arrow. The rating is 12. It has a little suspense. The sinopsis is very nice.",5
"May 20, 2019","Yeah, heroes! The story is shaping the world to their needs and we're in for a lot of action.",4
"May 14, 2019","The very first MCU movie I ever saw nd it is great. This is one of the best MCU film for me, the villain is one of the best.   
It has some problems, but it is great",4.5
"May 11, 2019",This movie was amazing. had the right balance between comedy and action.,5
"May 11, 2019","From the beginning it's amazing, showing an interesting plot in a pretty epic way. If you come following the previous films of the MCU you will love how they bring together several things. But in any case they present you with each character with well-written dialogues with which you can perfectly understand who they are and their motivations, without becoming over-expressive or boring.
There is a very good development of the team, which when they have problems that are arranged in a very natural way. The final battle is very good, and seeing the heroes meet for the first time is epic",4
"May 10, 2019","Apasionante, alucinantemente guionizada, tremendos efectos. La mejor de la franquicia, sin lugar a dudas. Inolvidable.",5
"May 9, 2019","A geek's dream come true. Full of amazing action and great interactions from out favourite heroes. 

Loki, while questioned by many, is one of the best villians of the MCU... and definitely a good addition to this movie (although sometimes they play down his character for the sake of jokes a little too much).",4.5
"May 9, 2019","not the biggest fan of the MCU, but for me, this is the best film I have seen from them. Undeniably entertaining adn amusing.",4.5
"May 4, 2019","Despite some questionable green screen around the last 3rd of the movie, The Avengers is still pretty fun. It really was a risk trying to make this movie happen, and it really payed off.

I still preferred The Dark Knight Rises and The Amazing Spider-Man when it comes to superhero movies of 2012, but I still really enjoyed this film.",4
"May 3, 2019","My favorite scene in the avengers movie is hulk knocking Loki down, before he said puny god.",5
"May 2, 2019",Good opening to the Avengers movies.,3.5
"May 2, 2019","With all of Marvel's most iconic heroes on screen at the same time, wonderful performances, excellent soundtrack, intense, immersive and fantastic action, spot-on humor, visually appealing status and total direction control by Joss Whedon, Marvel's first teamup movie centering around the awesome Avengers, this movie remains one of the highest grossing films of all time, as well as one of the finest films ever crafted.",4
"May 2, 2019","Filme muito bom, um dos melhores da Marvel.",5
"May 2, 2019",Expected much better. Never thought I'd say this (except maybe first two Thor movies) but wish I could get my money back.,2
"Apr 29, 2019","Cool movie, but it's more like an Iron Man 3 than an Avengers film...",3
"Apr 28, 2019","This movie is one of the greatest things in the MCU to this day. I think that the assembling of the team in the first bit is a little slow, but it is completely worth it for the third act. This third act is one of, if not the best, to date. I think Loki is an extremely great villain who someone we can understand their motives. I think that the casting of Mark Ruffalo is interesting, because it makes the Hulk less serious, but at least he still Hulks out in the battle. This is one of the best movies in the entire MCU and I think every movie fan should watch this.
9.5/10",5
"Apr 28, 2019","Avengers Endgame was a terrific ending to a beautiful a 11 years 22 movies saga. The final battle was one of the most beautiful things I have ever seen, it felt just like a comic book.",5
"Apr 28, 2019",Thank you for making all my babies in one movie and it IS THAT GOOD. Thank you.,5
"Apr 27, 2019",This is one of the greatest superhero movies ever. It combines a great cast of characters that get a long very well. The actors also played their roles perfectly and the plot of this movie is great.,5
"Apr 26, 2019","The culmination of multiple solo movies and tie-ins, “The Avengers” showcases great actors in relatable roles discussing real world problems and human emotion, and at the same time is a story about superheroes fighting giant aliens.",4.5
"Apr 26, 2019","Without the memory of the MCU and Infinity War, End Game might be remembered as a great science fiction epic. With the last decade of films in mind, End Game suffers for clinging to plots that already defined previous MCU films and delivering duds for some of the biggest cliffhangers at the end of Infinity War. To be fair, the film had its share of novelties and character developments, but a certain lack of creativity plagued the second half of the film.",3
"Apr 26, 2019","BANG! POW! SPLAT! BOOM!  the brink of disaster. Spanning the globe,  hyperbole much?",1.5
"Apr 26, 2019","I remember not studying for my World History AP test in high school and failing it as a result to go see this movie, but it was well worth it, because 'The Avengers' is still one of the most satisfying payoffs to anything, ever. Somehow, every character gets their due with whip-smart dialogue and fantastic action that culminates into a phenomenal third act of pure superhero spectacle. You really couldn't ask for more.",5
"Apr 26, 2019",the movie was good but the hulk that is used in the movie with ed norton is much better looking then this one,4
"Apr 26, 2019","This movie is what got me into Marvel movies. It's hilarious, action packed and just a really fun time!!",5
"Apr 25, 2019","The epic start of one of the greatest eras of film in modern history. i will always be thankful to everyone involved in the ""Infinity Saga"" for keeping me here 11 years and not only providing life to these characters ive grown to adore, but give me laughter and heartbreak and determination with a quick binge. i saw this film in theaters twice and fully enjoyed. i hope to the same for Endgame.",5
"Apr 24, 2019",3rd best marvel movie next to infinity war and endgame,5
"Apr 24, 2019","If you forget about some of the cheesy themes and insensible plot, The Avengers is a solid team-up movie that combines past superheroes, creating an event that has raised the bar for superhero films.",4
"Apr 21, 2019","Fun, entertaining, exciting, interesting and extraordinary is what makes The Avengers the solidification of the MCU",5
"Apr 21, 2019",The Marvel movie was fantastic it had awesome battles and a awesome story. All the characters from the previous movies formed a team to stop Thor''s brother Loki. Loki is a cool guy. Awesome!,5
"Apr 19, 2019",Memorable first assemble of everyone's favourite Marvel superheroes is powered by enthralling set-pieces but drags a little in the third act.,3
"Apr 17, 2019",I don’t have words to describe how good this movie was and the way they set it up to be a 21 son 22 movie franchise was incredible,5
"Apr 16, 2019","Excellent movie, but I'm afraid Loki was just not good villain for it.",5
"Apr 14, 2019","Um... holy crap. This is a fantastic movie. It lived up to double what everyone was hoping for, or at least I thought everyone was hoping for it to be good. I guess I was wrong though, because some people didn't like it, and the only way you possibly couldn't like this movie is if you didn't care or didn't want to be good in the first place.",5
"Apr 13, 2019","One of the most iconic movies ever made. The amount of times I've re-watched this marvel of a movie is uncountable. However the only thing that restricts it from the five star rating for me is the amount of corny, out of place jokes along with the over-exaggeration of the unique quirks of our core characters (e.g. Tony's sarcasm, Thor's Shakespeareanesque and Cap's 1940's attitude).",4
"Apr 9, 2019",Joss Whedon brought all of our favorite superheroes together beautifully in this fantastic film!,5
"Apr 9, 2019","Joss Whedon strikes the door hard and what's visible is Kevin Feige's dream team.

The Avengers

Whedon is much better a writer than he is a director. On a scale of McQuarrie, disappointingly Joss Whedon, the director, wouldn't even qualify as one. For when it comes to map the ever longed battles by the fans, he takes things lightly a lot. Whatever glory that bedazzles you on the screen, is a pure feat of bravery on paper not on screen. Too much cheese and too much sweet, his self-earned jaw dropping moments, are spoiled by him by the bitter afterbirth of his fandom. Fortunately, these battles are here as the starters, the main course is the ""build-up"" to that battle.

Whether then you watch gleefully these characters argue egotistically or see a train of awe-gasping moves by them to overpower each other on screen. There lies a profound poetry between these moments where you can see 8 year old Whedon playing with his toys in his room, creating banal engaging scenarios between Captain and Tony. This crowd pleasing franchise saw the maybe-expected uplift from this chapter, as it managed to bring out every adored content, from humor to drama to juicy visual effects. The dollars were written in the script and so it was visible on screen.

Among all the triumphs of Whedon, his biggest is combining these behemoth figures and weave out a compelling conversation that is worth ten times any battle shown. Downey is the singular actor that comes out with a sigh, his performance isn't interfered by the intertwining of multiple plots, which it seems like it did to others. If aligned the priorities of the makers, the characteristics of the characters that evolves into an essential element in the storytelling, is their way in, for this safe formula wasn't inscrutable enough to convince us that these guys, The Avengers, can avenge.",3.5
"Apr 7, 2019",Probably the best film ever made,5
"Apr 5, 2019",What a blast! Everyone was talking about it for weeks.,5
"Apr 3, 2019",Now THESE are the heroes we needed. I'll take the Avengers over the Justice League any day of the week.,5
"Apr 2, 2019","A basic superhero plot is welcomed, and while it is understandably clunky in some parts, it's more than helped by the terrific cast and satisfactory action.",3.5
"Mar 29, 2019",A little goofy and meh til the end but the alien army seems it could have been taken out by our military elites...so why do we need superheroes. Not bad but boring at times as it took awhile to see the characters truly work together.,3
"Mar 26, 2019","Almost two and a half hours of Iron Man ""Batman-ing"" his way through everyone around him trying to figure out things- oh, and Loki is apparently a big enough threat to bring the strongest forces on the government's super hero contact list together on an airplane-like china shop just so the Hulk can ""Hulk"".

Overall, Marvel's The Avengers is a great addition to the MCU with a bunch of fantastic one liner's from a crew that if all else fails, will at least ""avenge"".",3.5
"Mar 25, 2019",Very Good Movie Loved it,4
"Mar 24, 2019","Marvel’s The Avengers proves you can have blockbuster smash hit of multiple heroes on the big screen, With defining character moments, action packed plot, and a well rounded cast .",5
"Mar 23, 2019","entertains, but too many jokes",2
"Mar 22, 2019",This is still the best Marvel movie in my opinion.,5
"Mar 22, 2019",A well deserve score for the best movie of all times!,5
"Mar 21, 2019",The best 4K Avengers series transfer I have seen so far.4.5/5,4.5
"Mar 19, 2019","Loookii , oh plus his bro , plus the Capt. plus Tony ,plus everybody including the arrow (?) Yeah I'm not sure he is too strong , more like an optional avenger but who's combing the back of flies , he did his part good too. Loved it , utterly utterly irresistible",5
"Mar 18, 2019","This movie was really something when I watched it seven years ago, and plus I really loved the action. First of all, some of scenes at the beginning were a bit dramatic, but it then gets to the good parts after that. So the Cinema is mostly normal, but there are some parts in it where its CG, and that's what really gets me going. As for the directing, I have to say that Joss Wheldon did a pretty good job at the acting, and the actors did very well too. Finally, lets just say the overall saying of this movie is that it is pretty sad, because one character dies in one scene, and in the end, it is mostly action scenes and I liked that part.",5
